Filename,Segment,WC,Sixltr,negate,insight,cause,discrep,tentat,certain,inhib,incl,excl
"Detzner v. League of Women Voters, 256 So. 3d 803.txt",1,2096,33.02,1.57,3.63,3.67,0.62,1.19,1.81,2.24,2.91,2.34
"Pantoja v. State, 59 So. 3d 1092.txt",1,275,30.91,0.36,2.91,2.91,1.09,1.45,0.36,0.36,1.45,1.45
"State v. Spencer, 216 So. 3d 481.txt",1,5228,28.29,1.84,3.67,3.10,1.22,1.64,2.41,0.94,1.86,2.01
"Evans v. State, 177 So. 3d 1219.txt",1,37,29.73,0.00,8.11,5.41,2.70,8.11,0.00,0.00,5.41,0.00
"Darling v. State, 45 So. 3d 444.txt",1,2554,31.87,1.84,2.55,2.35,1.02,1.76,1.41,1.10,2.70,2.11
"Mosley v. State, 209 So. 3d 1248.txt",1,34,20.59,0.00,0.00,0.00,0.00,5.88,0.00,0.00,11.76,0.00
"V.W. v. State, 870 So. 2d 102.txt",1,134,26.87,1.49,2.24,0.00,1.49,0.00,0.75,0.00,0.75,1.49
"McClain v. Atwater, 110 So. 3d 892.txt",1,278,28.42,2.52,1.80,3.96,1.44,0.72,0.36,1.08,2.88,0.36
"Soper v. Tire Kingdom, Inc., 124 So. 3d 804.txt",1,1355,28.63,1.70,4.13,2.66,1.77,1.99,2.51,1.85,3.03,2.07
"Clements v. State, 979 So. 2d 256.txt",1,517,32.30,0.58,2.13,2.32,0.97,1.74,0.97,1.16,1.93,1.93
"Rodriguez v. Miami-Dade County, 117 So. 3d 400.txt",1,621,31.40,1.61,2.74,2.09,1.29,1.29,3.54,2.09,1.45,1.61
"Citizens Prop. Ins. Corp. v. San Perdido Ass'n, 104 So. 3d 344.txt",1,107,37.38,0.93,4.67,3.74,2.80,1.87,0.00,1.87,1.87,0.93
"Planned Parenthood of Greater Orlando, Inc. v. MMB Props., 211 So. 3d 918.txt",1,271,33.95,3.69,4.80,4.80,0.74,3.32,1.48,3.69,2.21,4.43
"Geico Gen. Ins. Co. v. Virtual Imaging Servs., 141 So. 3d 147.txt",1,622,32.64,1.45,2.73,2.25,0.80,0.96,1.29,1.93,4.02,1.77
"League of Women Voters of Fla. v. Fla. House of Representatives, 132 So. 3d 135.txt",1,2731,33.54,1.57,2.78,2.64,0.84,1.35,1.21,1.39,2.27,2.09
"D.H. v. Adept Cmty. Servs., 271 So. 3d 870.txt",1,2344,26.88,1.75,2.77,2.26,1.07,1.49,1.11,2.22,2.09,2.69
"Lafave v. State, 149 So. 3d 662.txt",1,441,31.75,0.91,2.72,1.36,1.59,1.13,1.81,1.59,1.81,0.68
"Williams v. State, 121 So. 3d 524.txt",1,496,32.06,1.21,2.42,2.22,1.41,2.42,0.81,0.20,2.02,1.41
"Orme v. State, 25 So. 3d 536.txt",1,178,22.47,1.69,2.81,2.25,1.12,2.25,0.56,1.69,3.37,1.69
"Durousseau v. State, 218 So. 3d 405.txt",1,35,22.86,0.00,0.00,0.00,0.00,5.71,0.00,0.00,11.43,0.00
"In re Amendments to the Rules Regulating the Fla. Bar, 101 So. 3d 807.txt",1,876,26.71,0.57,2.63,2.63,2.28,2.51,0.80,1.60,3.88,2.28
"State v. Yule, 905 So. 2d 251.txt",1,5991,33.78,1.19,4.19,3.57,0.80,1.65,1.29,1.92,2.90,1.69
"Gainesville Woman Care, LLC v. State, 210 So. 3d 1243.txt",1,3396,31.68,1.24,4.00,2.41,1.12,2.15,2.94,2.03,2.59,1.71
"In re Std. Jury Instructions in Crim. Cases-Instructions 25.9-25.13, 112 So. 3d 1211.txt",1,8006,34.15,1.07,3.31,3.57,1.85,4.97,1.39,3.51,2.45,5.55
"McKenzie v. State, 29 So. 3d 272.txt",1,135,25.93,1.48,3.70,3.70,0.74,1.48,1.48,0.00,2.96,3.70
"Morris v. Muniz, 252 So. 3d 1143.txt",1,3202,32.70,0.94,2.44,1.59,0.91,1.97,1.72,1.78,3.50,1.94
"Walls v. State, 213 So. 3d 340.txt",1,882,24.04,1.81,3.17,2.04,1.47,1.36,2.15,1.25,1.47,2.15
"Lutheran Servs. Fla., Inc. v. McCoskey (In re Shell), 978 So. 2d 885.txt",1,78,24.36,1.28,3.85,1.28,1.28,1.28,1.28,0.00,1.28,1.28
"Cromartie v. State, 70 So. 3d 559.txt",1,185,23.24,2.70,1.62,2.16,0.54,1.62,1.08,0.54,1.62,3.78
"City of St. Petersburg v. Austrino, 898 So. 2d 955.txt",1,2876,29.80,1.60,4.10,4.14,0.94,3.03,2.23,1.36,1.67,2.05
"Mendez v. Hampton Court Nursing Ctr., LLC, 203 So. 3d 146.txt",1,2837,28.94,1.34,1.87,2.08,0.81,1.66,1.52,1.97,2.11,2.15
"Smith v. State, 75 So. 3d 205.txt",1,159,25.79,2.52,3.14,1.89,1.26,1.26,1.26,2.52,2.52,3.14
"Gutierrez v. State, 177 So. 3d 226.txt",1,486,25.72,2.67,4.53,2.88,1.44,1.03,1.44,3.70,2.47,2.06
"Philip Morris USA, Inc. v. Douglas, 110 So. 3d 419.txt",1,2062,27.06,1.45,5.33,2.91,0.97,2.57,1.60,0.53,2.57,3.20
"Hazen v. Allstate Ins. Co., 952 So. 2d 531.txt",1,3416,30.30,1.46,2.34,2.87,1.17,1.38,1.02,1.17,2.28,1.81
"Searcy, Denney, Scarola, Barnhart & Shipley v. State, 209 So. 3d 1181.txt",1,1108,26.71,1.81,2.53,2.89,1.62,1.26,1.81,1.35,3.43,1.53
"Morel v. Sheldon, 59 So. 3d 1082.txt",1,249,32.13,1.61,2.01,0.80,0.80,0.80,2.41,2.41,2.41,1.61
"Thompson v. State, 208 So. 3d 49.txt",1,62,17.74,3.23,6.45,6.45,3.23,0.00,0.00,1.61,0.00,1.61
"Muhammad v. State, 132 So. 3d 176.txt",1,67,32.84,1.49,1.49,2.99,2.99,2.99,1.49,0.00,4.48,1.49
"In re_ Amendments to the Fla. Rules of Judicial Admin., 148 So. 3d 1171.txt",1,742,30.05,1.35,1.75,3.10,0.81,2.43,3.37,1.35,4.99,1.21
"Harris v. State, 71 So. 3d 756.txt",1,666,26.88,0.75,3.15,3.75,0.60,2.40,2.25,1.35,2.25,1.50
"Yacob v. State, 136 So. 3d 539.txt",1,3169,28.12,1.14,2.52,1.74,0.69,1.83,1.20,1.42,3.06,2.34
"Valladares v. Bank of Am. Corp., 197 So. 3d 1.txt",1,973,27.34,1.95,2.36,2.77,1.95,2.36,1.64,2.16,3.49,3.08
"Bryant v. State, 148 So. 3d 1251.txt",1,956,30.13,1.46,3.03,2.62,1.67,1.36,0.94,1.57,2.09,1.57
"Krause v. Textron Fin. Corp., 59 So. 3d 1085.txt",1,516,29.46,2.52,3.49,1.94,0.78,1.16,0.78,1.74,1.74,2.71
"Peterson v. State, 221 So. 3d 571.txt",1,58,13.79,0.00,0.00,0.00,0.00,1.72,0.00,0.00,3.45,0.00
"Delgado v. State, 162 So. 3d 971.txt",1,142,31.69,0.70,2.11,0.70,0.00,0.70,0.70,0.00,3.52,0.00
"Sosa v. Safeway Premium Fin. Co., 73 So. 3d 91.txt",1,618,28.96,1.46,3.72,2.91,1.29,1.78,0.97,1.78,2.91,3.72
"Charles v. Southern Baptist Hosp. of Fla., Inc., 209 So. 3d 1199.txt",1,274,25.55,1.46,2.55,0.73,0.36,1.09,0.73,0.73,0.36,1.09
"Ellerbee v. State, 232 So. 3d 909.txt",1,158,25.32,0.00,3.16,2.53,0.00,2.53,0.00,0.63,3.16,0.63
"Fla. Bar v. Knowles, 64 So. 3d 1195.txt",1,147,30.61,0.00,2.04,1.36,0.00,0.68,0.68,2.04,2.72,1.36
"O.I.C.L. v. Fla. Dep't of Children & Families, 205 So. 3d 575.txt",1,196,28.06,1.02,2.04,3.57,2.55,4.08,1.02,0.00,3.06,3.57
"Haygood v. State, 109 So. 3d 735.txt",1,3624,27.10,1.66,2.48,2.59,1.27,1.60,2.70,1.02,3.31,1.99
"Johnson v. State, 78 So. 3d 1305.txt",1,2230,28.70,1.43,2.33,2.47,1.66,2.02,1.12,1.48,1.88,2.65
"Wright v. State, 221 So. 3d 512.txt",1,160,27.50,0.62,5.62,3.75,2.50,3.75,3.75,0.00,3.12,0.62
"Dunbar v. State, 89 So. 3d 901.txt",1,179,26.82,1.68,2.23,0.56,2.23,1.12,1.68,0.56,2.79,2.23
"Audiffred v. Arnold, 161 So. 3d 1274.txt",1,657,28.31,1.37,2.13,3.65,1.07,0.30,0.61,1.52,4.57,1.67
"Cox v. State, 5 So. 3d 659.txt",1,513,41.13,0.97,4.29,2.92,0.78,0.97,0.97,1.95,1.95,1.17
"Robertson v. State, 143 So. 3d 907.txt",1,948,28.06,1.69,3.06,1.58,0.74,1.37,0.63,0.74,1.58,2.85
"Miller v. State, 42 So. 3d 204.txt",1,722,28.25,1.39,2.77,3.60,1.25,2.49,1.94,0.83,2.91,2.22
"Daniels v. State, 121 So. 3d 409.txt",1,114,21.93,0.88,3.51,2.63,0.88,0.00,4.39,0.00,4.39,0.88
"Pagan v. Sarasota County Pub. Hosp. Bd., 884 So. 2d 257.txt",1,3908,29.61,1.13,2.48,2.58,0.69,2.05,1.51,1.87,1.84,2.46
"State v. Diaz de la Portilla, 177 So. 3d 965.txt",1,134,22.39,1.49,2.24,0.75,2.99,3.73,1.49,0.00,0.75,3.73
"Whiley v. Scott, 79 So. 3d 702.txt",1,995,30.95,0.80,1.31,1.31,0.70,2.31,0.50,1.21,3.52,2.41
"RTM Gen. Contractors, Inc. v. G_W Riverwalk, LLC, 893 So. 2d 583.txt",1,138,28.99,0.72,4.35,1.45,0.00,1.45,2.17,0.00,2.90,0.72
"Smallwood v. State, 113 So. 3d 724.txt",1,974,25.46,1.33,4.83,1.95,0.51,2.16,1.33,1.75,2.16,1.54
"Gaulden v. State, 195 So. 3d 1123.txt",1,285,27.37,1.40,1.75,1.75,1.40,4.21,0.35,0.70,3.86,4.21
"Intervest Constr. of Jax, Inc. v. General Fid. Ins. Co., 133 So. 3d 494.txt",1,273,30.77,2.93,3.30,4.03,1.83,2.93,0.73,2.20,1.47,2.56
"Milton v. State, 161 So. 3d 1245.txt",1,445,27.64,1.35,1.57,2.47,0.22,0.00,1.35,0.45,5.62,1.35
"Ruble v. Rinker Materials Corp., 116 So. 3d 378.txt",1,127,18.90,0.79,3.15,3.15,2.36,0.00,0.00,0.00,1.57,0.00
"Alston v. State, 243 So. 3d 885.txt",1,58,12.07,1.72,0.00,3.45,3.45,1.72,0.00,1.72,3.45,1.72
"Fla. Dep't of State v. Mangat, 43 So. 3d 642.txt",1,537,29.24,1.30,4.66,5.03,1.49,1.30,2.23,1.68,3.35,1.68
"Petion v. State, 48 So. 3d 726.txt",1,1273,26.87,1.73,6.21,2.44,2.04,1.41,2.20,1.89,2.36,2.99
"State v. Woodel, 145 So. 3d 782.txt",1,2190,30.23,1.64,3.38,1.92,1.05,2.05,0.96,0.73,4.47,2.60
"Bearden v. State, 161 So. 3d 1257.txt",1,44,22.73,2.27,4.55,4.55,2.27,6.82,0.00,2.27,2.27,4.55
"State v. Weeks, 202 So. 3d 1.txt",1,548,29.38,1.46,2.19,2.37,1.28,1.82,1.09,0.91,3.28,1.46
"DeLisle v. Crane Co., 258 So. 3d 1219.txt",1,629,29.57,1.75,4.13,4.13,1.59,2.70,2.70,2.23,3.66,2.07
"DK Arena, Inc. v. EB Acquisitions I, LLC, 112 So. 3d 85.txt",1,705,30.78,1.28,1.56,1.70,1.42,2.98,0.28,3.26,1.99,3.97
"Citizens of Fla. v. Graham, 213 So. 3d 703.txt",1,1264,26.98,1.74,2.69,2.29,0.79,0.87,0.87,0.95,2.45,1.90
"Fla. Bar v. Dugree, 2019 Fla. LEXIS 1922.txt",1,68,25.00,0.00,4.41,0.00,1.47,0.00,0.00,1.47,5.88,0.00
"M.M. v. Fla. Dep't of Children & Families, 189 So. 3d 134.txt",1,80,23.75,3.75,2.50,3.75,1.25,3.75,2.50,0.00,2.50,2.50
"Norman v. State, 215 So. 3d 18.txt",1,2335,28.09,1.24,3.81,2.27,0.73,2.18,1.84,3.13,3.85,1.97
"Munoz v. State, 937 So. 2d 686.txt",1,1697,33.41,1.30,4.18,3.83,0.88,2.18,0.82,0.71,1.77,2.47
"Zack v. State, 228 So. 3d 41.txt",1,449,16.26,2.00,0.89,2.45,1.11,1.11,0.00,1.56,2.90,1.78
"McNeil v. Canty, 12 So. 3d 215.txt",1,1152,27.78,1.56,2.34,2.00,1.13,2.00,1.56,1.22,2.08,2.08
"Goldberg v. Merrill Lynch Credit Corp., 35 So. 3d 905.txt",1,141,37.59,1.42,2.13,0.71,0.71,1.42,0.71,0.00,2.84,2.13
"Franks v. Bowers, 116 So. 3d 1240.txt",1,1432,36.17,0.91,2.79,2.86,1.19,1.26,0.63,1.68,2.44,1.75
