Filename,Segment,WC,Sixltr,negate,insight,cause,discrep,tentat,certain,inhib,incl,excl
"Hess v. Cannon Twp., 474 Mich. 923.txt",1,445,35.73,1.35,2.70,2.02,0.90,1.12,1.35,1.12,3.37,2.25
"People v. Cameron, 469 Mich. 976.txt",1,664,29.67,1.20,2.56,3.01,1.66,2.71,0.60,1.20,3.46,2.11
"People v. Fackelman, 489 Mich. 515.txt",1,7800,34.58,1.63,5.97,3.13,1.23,1.55,1.94,1.12,2.95,2.32
"Ellis v. Farm Bureau Ins. Co., 482 Mich. 1119.txt",1,579,28.67,2.25,3.97,1.73,1.38,2.42,1.04,0.17,2.42,2.94
"Tkachik v. Mandeville, 487 Mich. 38.txt",1,6813,31.87,1.73,1.91,2.58,1.00,2.07,3.41,0.97,2.55,2.29
"Rodriguez v. Fedex Freight East, Inc., 497 Mich. 1009.txt",1,44,27.27,0.00,4.55,4.55,2.27,0.00,2.27,2.27,6.82,0.00
"Colaianni v. Stuart Frankel Dev. Corp., 485 Mich. 1070.txt",1,177,29.38,0.56,8.47,2.26,0.56,1.13,2.26,0.56,1.69,1.13
"People v. Blockton, 477 Mich. 882.txt",1,163,24.54,1.84,1.84,0.61,0.61,0.61,0.00,1.23,3.68,2.45
"Mark Chaban, P.C. v. Getsinger, 483 Mich. 1092.txt",1,445,25.39,1.12,4.04,3.37,0.67,5.39,1.35,0.67,2.70,4.94
"Morris v. Clawson Tank Co., 1999 Mich. LEXIS 381.txt",1,514,29.77,1.75,2.33,1.56,0.58,1.75,0.97,4.09,2.72,2.53
"People v. Grant, 470 Mich. 477.txt",1,174,25.86,1.72,3.45,2.30,0.57,1.72,1.15,0.57,1.72,3.45
"Wiedyk v. Poisson, 489 Mich. 964.txt",1,2062,32.40,2.09,3.98,1.99,1.31,1.84,1.84,1.02,2.38,1.89
"People v. Javens, 469 Mich. 1032.txt",1,471,27.60,0.64,2.97,4.25,0.85,1.70,1.27,1.06,3.18,1.27
"Kircher v. Steinberg, 467 Mich. 858.txt",1,237,32.91,1.27,2.95,3.80,1.69,0.84,2.11,0.84,2.11,0.84
"People v. Boatman, 475 Mich. 862.txt",1,615,29.27,1.30,3.58,2.44,1.14,1.46,0.98,1.30,2.60,1.46
"Univ. of Mich. v. Graduate Emples. Org._AFT, 807 N.W.2d 717.txt",1,255,31.37,2.75,1.96,3.53,1.96,2.75,0.78,1.18,0.39,5.10
"Stand Up for Democracy v. Sec'y of State, 491 Mich. 950.txt",1,431,29.23,0.23,3.02,2.32,2.09,1.62,0.46,3.25,2.32,2.09
"People v. Bailey, 485 Mich. 1083.txt",1,1145,25.50,2.18,4.63,5.24,1.75,3.49,2.53,2.27,2.97,3.32
"People v. Parks, 483 Mich. 1040.txt",1,2934,30.64,1.19,2.73,2.18,0.85,1.77,1.43,1.50,3.14,2.32
"King v. State, 488 Mich. 208.txt",1,4575,33.29,1.84,3.39,3.69,1.22,2.56,2.03,1.95,2.21,2.58
"First Nat'l Bank v. Dep't of Treasury, 485 Mich. 980.txt",1,200,27.00,1.00,5.00,0.50,0.50,1.50,1.00,0.50,4.00,1.00
"Small v. Wysong, 480 Mich. 1200.txt",1,46,34.78,0.00,4.35,2.17,4.35,2.17,0.00,0.00,2.17,2.17
"Esselman v. Garden City Hosp., 486 Mich. 892.txt",1,837,32.38,0.72,3.82,2.99,0.84,1.19,0.84,2.27,3.58,1.19
"Shield Benefit Adm'rs v. University of Michigan Bd. of Regents, 225 Mich. App. 467.txt",1,820,29.27,0.85,2.68,3.54,2.20,2.44,2.20,0.73,1.34,1.71
"People v. Katt, 468 Mich. 272.txt",1,885,36.95,1.58,4.18,1.36,0.90,1.47,1.69,0.90,2.60,2.37
"Perkovic v. Zurich Am. Ins. Co., 500 Mich. 44.txt",1,1654,27.75,1.93,2.78,2.12,1.57,3.08,1.03,1.81,1.57,3.02
"People v. Tennyson, 487 Mich. 730.txt",1,514,28.21,1.56,3.50,3.50,0.97,1.75,1.17,3.11,3.31,2.92
"People v. Flagel, 490 Mich. 901.txt",1,261,22.99,1.15,0.77,1.53,0.77,3.45,0.38,0.38,0.38,2.68
"Spitzley v. Spitzley, 477 Mich. 989.txt",1,482,28.84,2.07,2.28,2.70,1.87,1.24,2.07,0.62,2.90,1.87
"Yursco v. Swanson, 488 Mich. 973.txt",1,522,34.48,2.49,3.26,2.87,0.96,2.87,1.53,1.15,2.49,2.49
"Johnson v. Hurley Med. Group, P.C., 491 Mich. 892.txt",1,106,18.87,0.00,1.89,1.89,2.83,0.94,0.00,2.83,0.94,0.94
"People v. Jackson, 477 Mich. 1019.txt",1,1630,28.16,1.47,2.94,2.45,0.98,2.39,1.84,1.17,2.21,1.66
"Anderson v. Harleysville Ins. Co., 488 Mich. 900.txt",1,153,20.92,0.00,2.61,1.96,0.00,1.96,0.65,1.31,0.00,0.00
"People v. Saffold, 465 Mich. 268.txt",1,476,21.85,1.89,7.35,2.10,1.05,2.31,2.94,0.63,2.31,1.89
"Hanneman v. Fiser (In re Estate of Mortimore), 491 Mich. 925.txt",1,2058,29.79,1.51,5.10,3.98,1.55,1.65,3.55,1.02,3.11,2.77
"McManigal v. Levosinski, 488 Mich. 906.txt",1,56,25.00,1.79,3.57,1.79,0.00,3.57,0.00,1.79,0.00,0.00
"Lighthouse Neurological Rehab. Ctr., Inc. v. Allstate Ins. Co. (In re Certified Question), 490 Mich.txt",1,487,32.24,1.64,3.70,4.93,1.03,3.49,2.46,2.67,0.62,4.11
"Recker v. Charter Communs. Holding, Co., L.L.C., 488 Mich. 907.txt",1,56,25.00,1.79,3.57,1.79,0.00,3.57,0.00,1.79,0.00,0.00
"People v. Feezel, 486 Mich. 184.txt",1,2054,33.30,1.70,3.21,3.75,0.58,2.43,1.31,2.00,2.68,2.87
"Plaggemeyer v. Lee, 488 Mich. 907.txt",1,56,25.00,1.79,3.57,1.79,0.00,3.57,0.00,1.79,0.00,0.00
"Lind v. City of Battle Creek, 470 Mich. 230.txt",1,322,32.30,1.86,1.55,2.80,1.24,1.24,1.86,2.80,0.62,1.55
"Johnson v. Wausau Ins. Co., 488 Mich. 907.txt",1,57,15.79,0.00,1.75,0.00,0.00,1.75,0.00,0.00,0.00,0.00
"Yousif v. Mona, 472 Mich. 900.txt",1,574,23.52,1.92,2.44,0.87,1.74,3.31,1.74,0.87,3.48,2.96
"Progressive Mich. Ins. Co. v. Smith, 490 Mich. 977.txt",1,1193,29.25,1.34,3.44,2.26,1.01,2.10,3.19,2.10,2.68,3.19
"Beattie v. Mickalich, 486 Mich. 1060.txt",1,956,29.81,0.94,2.82,2.72,2.20,2.20,1.67,1.05,3.77,2.62
"People v. Johnson, 740 N.W.2d 310.txt",1,628,24.20,1.43,2.23,1.75,0.96,1.43,1.59,1.91,2.23,1.27
"Lamphiere v. Abraham, 493 Mich. 1021.txt",1,310,34.19,0.97,3.23,2.58,0.00,1.94,4.19,2.26,3.87,1.61
"Glass v. Goeckel, 473 Mich. 667.txt",1,1167,25.02,0.94,3.17,1.54,0.86,3.43,1.71,0.51,3.00,1.80
"People v. George, 488 Mich. 954.txt",1,57,21.05,0.00,3.51,1.75,1.75,1.75,0.00,1.75,0.00,0.00
"Waeschle v. Oakland County Med. Exam'r, 485 Mich. 1116.txt",1,113,27.43,0.00,10.62,0.88,2.65,7.08,1.77,0.88,0.00,0.00
"Beach v. Kelly Auto. Group, Inc., 482 Mich. 1101.txt",1,1390,29.35,1.01,5.04,4.17,0.94,1.80,1.22,0.79,3.24,1.80
"City of Grosse Pointe Park v. Mich. Mun. Liab. & Prop. Pool, 473 Mich. 188.txt",1,3618,30.90,1.24,2.49,2.57,1.41,2.65,2.24,1.08,3.07,2.71
"People v. Williams, 486 Mich. 1077.txt",1,98,30.61,0.00,1.02,1.02,1.02,2.04,1.02,3.06,2.04,2.04
"City of Detroit v. State, 473 Mich. 851.txt",1,137,27.01,1.46,2.92,1.46,1.46,1.46,0.73,1.46,2.19,2.92
